company_id,company_name,industry_domain,salary,location,tools_and_technologies,role_name,role_category,experience_level
286,Target,Retail,16.18,Bangalore,"Python,Analytics",Data Analyst,Analytics,Mid
287,SAP,Tech,8.13,Bangalore,"ABAP,SAP HANA",SAP Developer,Development,Mid
288,Games24x7,Gaming,14.18,Mumbai,"Java,Gaming,Backend,CUDA",Backend Dev,Development,Mid
289,Target,Retail,14.77,Bangalore,"Python,Analytics",Data Analyst,Analytics,Mid
290,Stripe,Fintech,19.44,Remote,"Ruby,APIs",Backend Developer,Development,Mid
291,Nvidia,Tech,20.52,Bangalore,"CUDA,C++",AI Engineer,AI,Mid
292,SAP,Tech,9.89,Bangalore,"ABAP,SQL,SAP HANA,Ecom",SAP Developer,Development,Mid
293,WalmartLabs,Retail,19.37,Bangalore,"Java,DSA,System Design,Node",SDE,Development,Mid
294,Meesho,E-commerce,8.6,Bangalore,"Python,SQL,Analytics,ML",Data Analyst,Analytics,Mid
295,Stripe,Fintech,20.17,Remote,"Ruby,APIs,Payments,Node",Backend Developer,Development,Mid
296,Ola,Transport,8.76,Bangalore,"Java,Android",App Developer,Development,Mid
297,HubSpot,Tech,13.58,Remote,"Marketing,CRM,Analytics,CCNA",Analyst,Analytics,Mid
298,Robinhood,Fintech,19.79,Remote,"Python,Finance,ML,Storage",Data Scientist,AI,Mid
299,TCS,IT Services,4.58,Mumbai,"Java,SQL,DSA,Data",Software Engineer,Development,Entry
300,RedBus,Transport,9.31,Bangalore,"Java,Spring Boot,SQL,MongoDB",Backend Developer,Development,Mid
301,Upstox,Fintech,11.84,Mumbai,"Node.js,Trading",Backend Dev,Development,Mid
302,JPMorgan,Finance,17.77,Mumbai,"Java,Spring",Backend Engineer,Development,Mid
303,Unacademy,EdTech,6.36,Bangalore,"Node.js,React,Firebase,APIs",Full Stack Developer,Development,Mid
304,Asana,Tech,17.36,Remote,"React,UX",Frontend Engineer,Development,Mid
305,Games24x7,Gaming,14.41,Mumbai,"Java,Gaming,Backend,React",Backend Dev,Development,Mid
306,Slack,Tech,16.13,Remote,"React,Node,Realtime,DSP",Full Stack Dev,Development,Mid
307,Ubisoft,Gaming,17.29,Pune,"Unity,Gaming",Game Dev,Development,Mid
308,RedHat,Tech,14.45,Bangalore,"Linux,OpenSource,Cloud,System Design",DevOps Engineer,Development,Mid
309,Razorpay,Fintech,10.57,Bangalore,"APIs,Payments",Backend Developer,Development,Mid
310,Salesforce,Tech,14.87,Hyderabad,"CRM,Cloud",Developer,Development,Mid
311,Intel,Hardware,13.45,Bangalore,"C++,Embedded,OS,Finance",Embedded Engineer,Development,Mid
312,Infosys,IT Services,4.41,Bangalore,"SQL,DBMS",System Engineer,Development,Entry
313,LTI,IT Services,5.31,Mumbai,"Python,ML,Data Science,Spring",Data Scientist,AI,Mid
314,Figma,Tech,19.61,Remote,"UI,Collaboration",Frontend Engineer,Development,Mid
315,Wipro,IT Services,3.88,Hyderabad,"JavaScript,React",Frontend Developer,Development,Entry
316,Cred,Fintech,13.45,Bangalore,"Java,Cloud",Backend Engineer,Development,Mid
317,Swiggy,FoodTech,8.57,Bangalore,"Java,Spring Boot",Backend Engineer,Development,Mid
318,IBM,Tech,8.22,Bangalore,"AI,Python,Cloud,Selenium",ML Engineer,AI,Mid
319,PwC,Consulting,4.05,Kolkata,"Excel,SQL",Analyst,Analytics,Entry
320,Infosys,IT Services,2.96,Bangalore,"Python,SQL,DBMS,C#",System Engineer,Development,Entry
321,BigBasket,E-commerce,9.39,Bangalore,"Python,Django,SQL,CCNA",Backend Dev,Development,Mid
322,RedBus,Transport,6.9,Bangalore,"Java,SQL",Backend Developer,Development,Mid
323,Cleartrip,Travel,8.46,Bangalore,"Python,Django,SQL,React",Backend Developer,Development,Mid
324,Target,Retail,13.98,Bangalore,"Data,Analytics",Data Analyst,Analytics,Mid
325,JPMorgan,Finance,16.53,Mumbai,"Java,Spring",Backend Engineer,Development,Mid
326,Databricks,Tech,19.73,Bangalore,"Spark,Python",Data Engineer,AI,Mid
327,Cleartrip,Travel,7.83,Bangalore,"Python,SQL",Backend Developer,Development,Mid
328,Ola,Transport,10.33,Bangalore,"Java,Kotlin,Android,Collaboration",App Developer,Development,Mid
329,ServiceNow,Tech,13.72,Hyderabad,"Cloud,ITSM",Developer,Development,Mid
330,Robinhood,Fintech,20.06,Remote,"Python,Finance,ML",Data Scientist,AI,Mid
331,RedBus,Transport,7.1,Bangalore,"Java,Spring Boot,SQL,Data Science",Backend Developer,Development,Mid
332,RedBus,Transport,8.88,Bangalore,"Java,Spring Boot,SQL,UX",Backend Developer,Development,Mid
333,AmericanExpress,Finance,13.12,Gurgaon,"Python,Analytics",Data Analyst,Analytics,Mid
334,Amazon,Tech,12.16,Hyderabad,"DSA,Java,System Design,UX",SDE,Development,Mid
335,AmericanExpress,Finance,13.23,Gurgaon,"Python,Analytics",Data Analyst,Analytics,Mid
336,Slack,Tech,18.12,Remote,"React,Node,Realtime,Excel",Full Stack Dev,Development,Mid
337,InfosysEdge,Tech,8.2,Bangalore,"AI,Cloud,Python,SAP HANA",AI Engineer,AI,Entry
338,Wayfair,E-commerce,18.27,Remote,"Java,Microservices,Cloud,Finance",Backend Engineer,Development,Mid
339,WalmartLabs,Retail,18.25,Bangalore,"DSA,System Design",SDE,Development,Mid
340,RedHat,Tech,16.39,Bangalore,"Linux,OpenSource,Cloud,UX",DevOps Engineer,Development,Mid
341,Atlassian,Tech,18.64,Bangalore,"Java,Cloud,Agile,Payments",Software Engineer,Development,Mid
342,Scaler,EdTech,9.01,Bangalore,"Java,Teaching",Instructor,Development,Mid
343,Atlassian,Tech,19.47,Bangalore,"Java,Cloud,Agile,Realtime",Software Engineer,Development,Mid
344,Intel,Hardware,13.51,Bangalore,"C++,Embedded",Embedded Engineer,Development,Mid
345,PwC,Consulting,4.94,Kolkata,"Excel,SQL,Audit,Teaching",Analyst,Analytics,Entry
346,Microsoft,Tech,18.07,Hyderabad,"DSA,Azure",Software Engineer,Development,Mid
347,Cisco,Networking,11.7,Bangalore,"Networking,CCNA",Network Engineer,Development,Mid
348,Swiggy,FoodTech,9,Bangalore,"Java,Spring Boot",Backend Engineer,Development,Mid
349,Swiggy,FoodTech,10.25,Bangalore,"Java,Redis",Backend Engineer,Development,Mid
350,Asana,Tech,16.63,Remote,"React,JavaScript,UX,C#",Frontend Engineer,Development,Mid
351,Deloitte,Consulting,6.04,Hyderabad,"SQL,Excel,PowerBI,JavaScript",Business Analyst,Analytics,Mid
352,PayPal,Fintech,14.89,Chennai,"Java,APIs",Backend Engineer,Development,Mid
353,Nvidia,Tech,20.69,Bangalore,"CUDA,C++,AI,Agile",AI Engineer,AI,Mid
354,Atlassian,Tech,17.8,Bangalore,"Java,Cloud",Software Engineer,Development,Mid
355,Cognizant,IT Services,4.76,Chennai,"Python,SQL,Excel,Data",Data Analyst,Analytics,Entry
356,CitiBank,Finance,13.19,Mumbai,"Java,Banking",Software Engineer,Development,Mid
357,Spotify,Tech,20.72,Remote,"Python,Data",Data Engineer,AI,Mid
358,Atlassian,Tech,17.23,Bangalore,"Java,Cloud,Agile,Spark",Software Engineer,Development,Mid
359,BigBasket,E-commerce,11.36,Bangalore,"Python,Django,SQL,ITSM",Backend Dev,Development,Mid
360,Mastercard,Fintech,14.8,Pune,"Java,Spring,Cloud,Design",Backend Engineer,Development,Mid
361,Unacademy,EdTech,6.6,Bangalore,"Node.js,React,Firebase,C++",Full Stack Developer,Development,Mid
362,MorganStanley,Finance,16.55,Mumbai,"Python,SQL",Data Analyst,Analytics,Mid
363,Netflix,Tech,24.21,Remote,"Python,Cloud,Data,Redis",Data Engineer,AI,Mid
364,Salesforce,Tech,14.84,Hyderabad,"Apex,Cloud",Developer,Development,Mid
365,Stripe,Fintech,18.83,Remote,"Ruby,Payments",Backend Developer,Development,Mid
366,PolicyBazaar,Fintech,7.04,Gurgaon,"React,Node,MongoDB,DSP",Full Stack Dev,Development,Mid
367,Byjus,EdTech,5.97,Bangalore,"JavaScript,UI",Frontend Developer,Development,Entry
368,Meta,Tech,20.79,Bangalore,"React,System Design",Frontend Engineer,Development,Mid
369,WalmartLabs,Retail,18.81,Bangalore,"Java,DSA",SDE,Development,Mid
370,Ola,Transport,7.74,Bangalore,"Java,Kotlin,Android,Excel",App Developer,Development,Mid
371,RedHat,Tech,14.56,Bangalore,"Linux,OpenSource,Cloud,ITSM",DevOps Engineer,Development,Mid
372,Scaler,EdTech,9.18,Bangalore,"DSA,Java,Teaching,Cloud",Instructor,Development,Mid
373,PwC,Consulting,5.24,Kolkata,"Excel,SQL",Analyst,Analytics,Entry
374,Flipkart,E-commerce,8.78,Bangalore,"Java,DSA",Backend Engineer,Development,Mid
375,Uber,Transport,13.65,Bangalore,"System Design,Java",SDE,Development,Mid
376,Accenture,Consulting,5.14,Bangalore,"Python,ML",Data Analyst,Analytics,Mid
377,Figma,Tech,20.41,Remote,"UI,Collaboration",Frontend Engineer,Development,Mid
378,MakeMyTrip,Travel,8.07,Gurgaon,"Java,APIs,Microservices,OpenSource",Backend Engineer,Development,Mid
379,EASports,Gaming,19,Hyderabad,"C++,Gaming,Graphics,Android",Game Dev,Development,Mid
380,Salesforce,Tech,13.49,Hyderabad,"CRM,Cloud",Developer,Development,Mid
381,Accenture,Consulting,5.74,Bangalore,"Python,ML,SQL,Apex",Data Analyst,Analytics,Mid
382,Ubisoft,Gaming,15.71,Pune,"C++,Unity,Gaming,JavaScript",Game Dev,Development,Mid
383,Flipkart,E-commerce,9.55,Bangalore,"Java,DSA",Backend Engineer,Development,Mid
384,Google,Tech,20.65,Bangalore,"DSA,Algorithms,C++,Virtualization",SWE,Development,Mid
385,Airbnb,Tech,21.2,Remote,"React,System Design",Full Stack Dev,Development,Mid
386,Cleartrip,Travel,8.23,Bangalore,"Django,SQL",Backend Developer,Development,Mid
387,eBay,E-commerce,16.26,Bangalore,"Java,Cloud",Backend Engineer,Development,Mid
388,Target,Retail,15.44,Bangalore,"Python,Data,Analytics,Finance",Data Analyst,Analytics,Mid
389,Paytm,Fintech,8.08,Noida,"Node.js,MongoDB,APIs,Web Dev",Full Stack Developer,Development,Mid
390,Qualcomm,Tech,16.41,Hyderabad,"C++,DSP,Embedded,ML",Embedded Engineer,Development,Mid
391,Cred,Fintech,12.01,Bangalore,"Java,Microservices,Cloud,Selenium",Backend Engineer,Development,Mid
392,MakeMyTrip,Travel,9.01,Gurgaon,"Java,APIs,Microservices,Gaming",Backend Engineer,Development,Mid
393,SAP,Tech,9.5,Bangalore,"ABAP,SQL,SAP HANA,Android",SAP Developer,Development,Mid
394,Oracle,Tech,9.76,Bangalore,"Java,SQL,Cloud,ML",Backend Developer,Development,Mid
395,Zoom,Tech,17.7,Remote,"Java,Networking,Cloud,Apex",Backend Engineer,Development,Mid
396,Stripe,Fintech,19.31,Remote,"Ruby,APIs",Backend Developer,Development,Mid
397,HubSpot,Tech,14.38,Remote,"Marketing,CRM,Analytics,UI",Analyst,Analytics,Mid
398,Adobe,Tech,12.88,Noida,"React,UI",Frontend Engineer,Development,Mid
399,Games24x7,Gaming,16.27,Mumbai,"Java,Backend",Backend Dev,Development,Mid
400,Wipro,IT Services,3.4,Hyderabad,"JavaScript,React,Node,Virtualization",Frontend Developer,Development,Entry
