company_id,company_name,industry_domain,salary,location,tools_and_technologies,role_name,role_category,experience_level
292,sap,Tech,10.26,Bangalore,"abap, sql, sap hana, ecom",SAP Developer,Development,Mid
293,walmartlabs,Retail,19.65,Bangalore,"java, dsa, system design, node.js",SDE,Development,Mid
294,meesho,E-commerce,7.86,Bangalore,"python, sql, analytics, machine learning, excel, powerbi",Data Analyst,Analytics,Mid
295,stripe,Fintech,21.61,Remote,"ruby, apis, payments, node.js",Backend Developer,Development,Mid
296,ola,Transport,8.23,Bangalore,"java, android",App Developer,Development,Mid
297,hubspot,Tech,14.34,Remote,"marketing, crm, analytics, ccna",Analyst,Analytics,Mid
298,robinhood,Fintech,18.42,Remote,"python, finance, machine learning, storage",Data Scientist,AI,Mid
299,tcs,IT Services,4.7,Mumbai,"java, sql, dsa",Software Engineer,Development,Entry
300,redbus,Transport,8.84,Bangalore,"java, spring, sql, mongodb",Backend Developer,Development,Mid
301,upstox,Fintech,11.66,Mumbai,"node.js, trading",Backend Dev,Development,Mid
302,jpmorgan,Finance,16.55,Mumbai,"java, spring, apis, microservices",Backend Engineer,Development,Mid
303,unacademy,EdTech,6.16,Bangalore,"node.js, react, firebase, apis",Full Stack Developer,Development,Mid
304,asana,Tech,19.03,Remote,"react, ux",Frontend Engineer,Development,Mid
305,games24x7,Gaming,14.57,Mumbai,"java, gaming, react",Backend Dev,Development,Mid
306,slack,Tech,14.85,Remote,"react, node.js, realtime, dsp",Full Stack Dev,Development,Mid
307,ubisoft,Gaming,15.75,Pune,"unity, gaming",Game Dev,Development,Mid
308,redhat,Tech,14.04,Bangalore,"linux, opensource, cloud, system design",DevOps Engineer,Development,Mid
309,razorpay,Fintech,11.01,Bangalore,"apis, payments",Backend Developer,Development,Mid
310,salesforce,Tech,15.38,Hyderabad,"crm, cloud",Developer,Development,Mid
311,intel,Hardware,13.18,Bangalore,"c++, embedded, os, finance",Embedded Engineer,Development,Mid
312,infosys,IT Services,4.8,Bangalore,"sql, dbms",System Engineer,Development,Entry
313,lti,IT Services,5.49,Mumbai,"python, machine learning, data science, spring",Data Scientist,AI,Mid
314,figma,Tech,18.54,Remote,"ui, collaboration",Frontend Engineer,Development,Mid
315,wipro,IT Services,3.87,Hyderabad,"javascript, react, html, css",Frontend Developer,Development,Entry
316,cred,Fintech,13.59,Bangalore,"java, cloud, spring, apis, microservices",Backend Engineer,Development,Mid
317,swiggy,FoodTech,7.85,Bangalore,"java, spring, apis, microservices",Backend Engineer,Development,Mid
318,ibm,Tech,7.98,Bangalore,"artificial intelligence, python, cloud, selenium",ML Engineer,AI,Mid
319,pwc,Consulting,4.32,Kolkata,"excel, sql",Analyst,Analytics,Entry
320,infosys,IT Services,3.24,Bangalore,"python, sql, dbms, c#",System Engineer,Development,Entry
321,bigbasket,E-commerce,9.76,Bangalore,"python, django, sql, ccna",Backend Dev,Development,Mid
322,redbus,Transport,7.07,Bangalore,"java, sql",Backend Developer,Development,Mid
323,cleartrip,Travel,7.96,Bangalore,"python, django, sql, react",Backend Developer,Development,Mid
324,target,Retail,14.04,Bangalore,"analytics, sql, excel, powerbi, python",Data Analyst,Analytics,Mid
325,jpmorgan,Finance,17.61,Mumbai,"java, spring, apis, microservices",Backend Engineer,Development,Mid
326,databricks,Tech,21.28,Bangalore,"spark, python",Data Engineer,AI,Mid
327,cleartrip,Travel,7.72,Bangalore,"python, sql",Backend Developer,Development,Mid
328,ola,Transport,10.22,Bangalore,"java, kotlin, android, collaboration",App Developer,Development,Mid
329,servicenow,Tech,14.38,Hyderabad,"cloud, itsm",Developer,Development,Mid
330,robinhood,Fintech,21.46,Remote,"python, finance, machine learning",Data Scientist,AI,Mid
331,redbus,Transport,6.8,Bangalore,"java, spring, sql, data science",Backend Developer,Development,Mid
332,redbus,Transport,8.12,Bangalore,"java, spring, sql, ux",Backend Developer,Development,Mid
333,americanexpress,Finance,13.0,Gurgaon,"python, analytics, sql, excel, powerbi",Data Analyst,Analytics,Mid
334,amazon,Tech,12.61,Hyderabad,"dsa, java, system design, ux",SDE,Development,Mid
335,americanexpress,Finance,14.42,Gurgaon,"python, analytics, sql, excel, powerbi",Data Analyst,Analytics,Mid
336,slack,Tech,16.53,Remote,"react, node.js, realtime, excel",Full Stack Dev,Development,Mid
337,infosysedge,Tech,7.53,Bangalore,"artificial intelligence, cloud, python, sap hana",AI Engineer,AI,Entry
338,wayfair,E-commerce,17.02,Remote,"java, microservices, cloud, finance, spring, apis",Backend Engineer,Development,Mid
339,walmartlabs,Retail,17.86,Bangalore,"dsa, system design, java",SDE,Development,Mid
340,redhat,Tech,15.65,Bangalore,"linux, opensource, cloud, ux",DevOps Engineer,Development,Mid
341,atlassian,Tech,18.15,Bangalore,"java, cloud, agile, payments",Software Engineer,Development,Mid
342,scaler,EdTech,8.93,Bangalore,"java, teaching",Instructor,Development,Mid
343,atlassian,Tech,18.5,Bangalore,"java, cloud, agile, realtime",Software Engineer,Development,Mid
344,intel,Hardware,14.32,Bangalore,"c++, embedded",Embedded Engineer,Development,Mid
345,pwc,Consulting,5.16,Kolkata,"excel, sql, audit, teaching",Analyst,Analytics,Entry
346,microsoft,Tech,17.12,Hyderabad,"dsa, azure",Software Engineer,Development,Mid
347,cisco,Networking,12.4,Bangalore,"networking, ccna",Network Engineer,Development,Mid
348,swiggy,FoodTech,8.2,Bangalore,"java, spring, apis, microservices",Backend Engineer,Development,Mid
349,swiggy,FoodTech,10.99,Bangalore,"java, redis, spring, apis, microservices",Backend Engineer,Development,Mid
350,asana,Tech,15.02,Remote,"react, javascript, ux, c#",Frontend Engineer,Development,Mid
351,deloitte,Consulting,6.0,Hyderabad,"sql, excel, powerbi, javascript",Business Analyst,Analytics,Mid
352,paypal,Fintech,14.76,Chennai,"java, apis, spring, microservices",Backend Engineer,Development,Mid
353,nvidia,Tech,22.54,Bangalore,"cuda, c++, artificial intelligence, agile",AI Engineer,AI,Mid
354,atlassian,Tech,17.96,Bangalore,"java, cloud",Software Engineer,Development,Mid
355,cognizant,IT Services,4.45,Chennai,"python, sql, excel, powerbi",Data Analyst,Analytics,Entry
356,citibank,Finance,12.18,Mumbai,"java, banking",Software Engineer,Development,Mid
357,spotify,Tech,19.64,Remote,python,Data Engineer,AI,Mid
358,atlassian,Tech,15.64,Bangalore,"java, cloud, agile, spark",Software Engineer,Development,Mid
359,bigbasket,E-commerce,12.14,Bangalore,"python, django, sql, itsm",Backend Dev,Development,Mid
360,mastercard,Fintech,14.58,Pune,"java, spring, cloud, design, apis, microservices",Backend Engineer,Development,Mid
361,unacademy,EdTech,6.99,Bangalore,"node.js, react, firebase, c++",Full Stack Developer,Development,Mid
362,morganstanley,Finance,15.9,Mumbai,"python, sql, excel, powerbi",Data Analyst,Analytics,Mid
363,netflix,Tech,26.16,Remote,"python, cloud, redis",Data Engineer,AI,Mid
364,salesforce,Tech,14.97,Hyderabad,"apex, cloud",Developer,Development,Mid
365,stripe,Fintech,19.74,Remote,"ruby, payments",Backend Developer,Development,Mid
366,policybazaar,Fintech,7.39,Gurgaon,"react, node.js, mongodb, dsp",Full Stack Dev,Development,Mid
367,byjus,EdTech,5.97,Bangalore,"javascript, ui, react, html, css",Frontend Developer,Development,Entry
368,meta,Tech,19.51,Bangalore,"react, system design",Frontend Engineer,Development,Mid
369,walmartlabs,Retail,18.67,Bangalore,"java, dsa, system design",SDE,Development,Mid
370,ola,Transport,8.09,Bangalore,"java, kotlin, android, excel",App Developer,Development,Mid
371,redhat,Tech,15.88,Bangalore,"linux, opensource, cloud, itsm",DevOps Engineer,Development,Mid
372,scaler,EdTech,8.88,Bangalore,"dsa, java, teaching, cloud",Instructor,Development,Mid
373,pwc,Consulting,5.44,Kolkata,"excel, sql",Analyst,Analytics,Entry
374,flipkart,E-commerce,8.2,Bangalore,"java, dsa, spring, apis, microservices",Backend Engineer,Development,Mid
375,uber,Transport,13.43,Bangalore,"system design, java, dsa",SDE,Development,Mid
376,accenture,Consulting,5.21,Bangalore,"python, machine learning, sql, excel, powerbi",Data Analyst,Analytics,Mid
377,figma,Tech,18.84,Remote,"ui, collaboration",Frontend Engineer,Development,Mid
378,makemytrip,Travel,7.34,Gurgaon,"java, apis, microservices, opensource, spring",Backend Engineer,Development,Mid
379,easports,Gaming,20.03,Hyderabad,"c++, gaming, graphics, android",Game Dev,Development,Mid
380,salesforce,Tech,12.8,Hyderabad,"crm, cloud",Developer,Development,Mid
381,accenture,Consulting,6.27,Bangalore,"python, machine learning, sql, apex, excel, powerbi",Data Analyst,Analytics,Mid
382,ubisoft,Gaming,16.11,Pune,"c++, unity, gaming, javascript",Game Dev,Development,Mid
383,flipkart,E-commerce,9.8,Bangalore,"java, dsa, spring, apis, microservices",Backend Engineer,Development,Mid
384,google,Tech,18.89,Bangalore,"dsa, algorithms, c++, virtualization",SWE,Development,Mid
385,airbnb,Tech,19.83,Remote,"react, system design",Full Stack Dev,Development,Mid
386,cleartrip,Travel,7.5,Bangalore,"django, sql",Backend Developer,Development,Mid
387,ebay,E-commerce,17.71,Bangalore,"java, cloud, spring, apis, microservices",Backend Engineer,Development,Mid
388,target,Retail,14.84,Bangalore,"python, analytics, finance, sql, excel, powerbi",Data Analyst,Analytics,Mid
389,paytm,Fintech,8.69,Noida,"node.js, mongodb, apis, web dev",Full Stack Developer,Development,Mid
390,qualcomm,Tech,17.41,Hyderabad,"c++, dsp, embedded, machine learning",Embedded Engineer,Development,Mid
391,cred,Fintech,11.69,Bangalore,"java, microservices, cloud, selenium, spring, apis",Backend Engineer,Development,Mid
392,makemytrip,Travel,9.27,Gurgaon,"java, apis, microservices, gaming, spring",Backend Engineer,Development,Mid
393,sap,Tech,8.97,Bangalore,"abap, sql, sap hana, android",SAP Developer,Development,Mid
394,oracle,Tech,9.25,Bangalore,"java, sql, cloud, machine learning",Backend Developer,Development,Mid
395,zoom,Tech,17.46,Remote,"java, networking, cloud, apex, spring, apis, microservices",Backend Engineer,Development,Mid
396,stripe,Fintech,18.28,Remote,"ruby, apis",Backend Developer,Development,Mid
397,hubspot,Tech,14.46,Remote,"marketing, crm, analytics, ui",Analyst,Analytics,Mid
398,adobe,Tech,13.64,Noida,"react, ui",Frontend Engineer,Development,Mid
399,games24x7,Gaming,15.38,Mumbai,java,Backend Dev,Development,Mid
400,wipro,IT Services,3.65,Hyderabad,"javascript, react, node.js, virtualization, html, css",Frontend Developer,Development,Entry
